ObjectID,Classification,ImageURL,Title,Artist,CreditLine,URL
164866,Photograph,https://www.moma.org/media/W1siZiIsIjQ5MzY4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6240992794e24282,"Fig. 2: Loading the film (ORWO NP15 135-36, ASA 25, Manufactured by VEB Filmfabrik Wolfen, Wolfen, German Democratic Republic), Exakta Varex IIa, 35 mm film SLR camera, Manufactured by Ihagee Kamerawerk Steenbergen, & Co, Dresden, German Democratic Republic, Body serial no. 979625 (Production period: 1960–1963), Carl Zeiss Jena Tessar, 50mm f/2.8 lens, Manufactured by VEB Carl Zeiss Jena, Jena, German Democratic Republic, Serial no. 8034351 (Production period: 1967–1970), Model: Christoph Boland, Studio Thomas Borho, Oberkasseler Str. 39, Düsseldorf, Germany, June 25, 2012",Christopher Williams,Acquired through the generosity of David Dechman and Michel Mercure in honor of Joel Wachs,https://www.moma.org/collection/works/164866
164772,Print,https://www.moma.org/media/W1siZiIsIjI2MDM3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e56ad6f168ba9bf2,Untitled from an untitled portfolio,Mateo Manaure,Gift of Alfredo Boulton,https://www.moma.org/collection/works/164772
111269,Print,https://www.moma.org/media/W1siZiIsIjIxMzgzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5b3ed95dcbeba879,Nontransparent Monument,Cai Guo-Qiang,Stephen F. Dull Fund,https://www.moma.org/collection/works/111269
103365,Photograph,https://www.moma.org/media/W1siZiIsIjM5Nzg5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=15adbea0636cdee0,Untitled (page from Sump),Jerome Neuner,E.T. Harmax Foundation Fund,https://www.moma.org/collection/works/103365
75294,Print,https://www.moma.org/media/W1siZiIsIjE2MTQzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fd55831908c2b625,Players Dracula Quinto,Billy Al Bengston,"Gift of Kleiner, Bell & Co.",https://www.moma.org/collection/works/75294
401509,Photograph,https://www.moma.org/media/W1siZiIsIjQ3NzYzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1b55f1e412ce66eb,Untitled,Gordon Parks,The Family of Man Fund,https://www.moma.org/collection/works/401509
77692,Print,https://www.moma.org/media/W1siZiIsIjU0ODAyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1bc7cb5b1e671cdf,Untitled,Rodolfo Abularach,"Gift of Kleiner, Bell & Co.",https://www.moma.org/collection/works/77692
149988,Print,https://www.moma.org/media/W1siZiIsIjIyMzA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1bd708ae55db19f2,Conundrums,Robert Morris,Anonymously given,https://www.moma.org/collection/works/149988
193692,Photograph,https://www.moma.org/media/W1siZiIsIjMyOTMzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f97fcac3fe49f4b2,Farming Family,August Sander,Acquired through the generosity of the family of August Sander,https://www.moma.org/collection/works/193692
60580,Print,https://www.moma.org/media/W1siZiIsIjQxNzc3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f1f6efdc2c052bc8,"Midi, plate 3 from the portfolio Album de 12 Planches",Auguste Herbin,Gift of Robert G. Berry (through the Associates of the Department of Prints and Illustrated Books),https://www.moma.org/collection/works/60580
177024,Photograph,https://www.moma.org/media/W1siZiIsIjI5NTc5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=75e14ff7accba21a,"Mirror Performance, New York","Harry Shunk, János Kender, Yayoi Kusama",Gift of the Roy Lichtenstein Foundation in memory of Harry Shunk and János Kender,https://www.moma.org/collection/works/177024
74443,Print,https://www.moma.org/media/W1siZiIsIjIxNTQ3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7415ab86c4a8f7c7,Along the Hudson,Ernest Fiene,Gift of Abby Aldrich Rockefeller,https://www.moma.org/collection/works/74443
44716,Photograph,https://www.moma.org/media/W1siZiIsIjE5MzI5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9e16da39fd4d17cd,Four Stalks,Brett Weston,Gift of Albert M. Bender,https://www.moma.org/collection/works/44716
83327,Photograph,https://www.moma.org/media/W1siZiIsIjIxODQ0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=529d291c24a2f7dc,Untitled,Boris Mikhailov,E.T. Harmax Foundation Fund,https://www.moma.org/collection/works/83327
58068,Photograph,https://www.moma.org/media/W1siZiIsIjE4MjYzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=12e7fde5ea2d16d0,"The Great Imperial Palace Yuen Ming Yuen Before the Burning, Pekin",Felice Beato,Acquired through the generosity of Shirley C. Burden and the Estate of Vera Louise Fraser,https://www.moma.org/collection/works/58068
105066,Drawing,https://www.moma.org/media/W1siZiIsIjI4NjM3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=773c6f98692072d7,"Untitled (Collage, Monhegan)",Robert Watts,Gift of Sarah-Ann and Werner H. Kramarsky,https://www.moma.org/collection/works/105066
9556,Print,https://www.moma.org/media/W1siZiIsIjE4OTg3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dc91472502ffa32a,Impossible from Maria 1946,Maria Martins,"Gift of Mr. and Mrs. Alfred H. Barr, Jr.",https://www.moma.org/collection/works/9556
41141,Photograph,https://www.moma.org/media/W1siZiIsIjI3ODM1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7ac24664073b8f1f,Hôtel de Lauzun,Eugène Atget,"Abbott-Levy Collection. Acquired through the generosity of Shirley C. Burden, and Family of Man Fund",https://www.moma.org/collection/works/41141
46906,Photograph,https://www.moma.org/media/W1siZiIsIjE4MzUyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7a3eb2e17babac1d,Martha's Vineyard,Aaron Siskind,Anonymous Fund,https://www.moma.org/collection/works/46906
84948,Drawing,https://www.moma.org/media/W1siZiIsIjMyMjc0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9d266fc756b786b4,Untitled,Meyer Vaisman,Purchase,https://www.moma.org/collection/works/84948
299061,Drawing,https://www.moma.org/media/W1siZiIsIjQ1OTY3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=769e15d4ee336731,DO N° 42 from Alphabet Bété,Frédéric Bruly Bouabré,The Jean Pigozzi African Art Collection.  Gift of Jean Pigozzi,https://www.moma.org/collection/works/299061
147131,Print,https://www.moma.org/media/W1siZiIsIjIzNDk1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7612cd31d056c0ad,Return to Goya No. 9,Enrique Chagoya,Acquired through the generosity of Mary M. and Sash A. Spencer,https://www.moma.org/collection/works/147131
57903,Photograph,https://www.moma.org/media/W1siZiIsIjIwMTc3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5cba11906b4fd9c0,Portrait of John Sloan,Gertrude Käsebier,Gift of Miss Mina Turner,https://www.moma.org/collection/works/57903
73179,Print,https://www.moma.org/media/W1siZiIsIjI0OTYxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=849126b8e9ae07da,My Room-Bright Night,Karl Schrag,Gift of Dan Redmon,https://www.moma.org/collection/works/73179
85088,Drawing,https://www.moma.org/media/W1siZiIsIjMyODEwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=98558c18e520ea17,Rich Girl. Costume design for the ballet Filling Station,Paul Cadmus,Gift of Lincoln Kirstein,https://www.moma.org/collection/works/85088
44765,Photograph,https://www.moma.org/media/W1siZiIsIjE3OTM0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7d2372ee42a7bda6,Untitled,Thomas Roma,Acquired with matching funds from Jo Carole and Ronald S. Lauder and the National Endowment for the Arts,https://www.moma.org/collection/works/44765
421243,Photograph,https://www.moma.org/media/W1siZiIsIjQ5OTE2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9f0fb5db0a4c9ba2,Details,Lorna Simpson,Gift of Helen Kornblum in honor of Roxana Marcoci,https://www.moma.org/collection/works/421243
401149,Photograph,https://www.moma.org/media/W1siZiIsIjQ4MjQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3428ab3dbbde6627,"A Boy Eating a Foxy Pop, Brooklyn",Dawoud Bey,Acquired through the generosity of Heidi and Richard Rieger,https://www.moma.org/collection/works/401149
14384,Drawing,https://www.moma.org/media/W1siZiIsIjI2MjkyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ca91fb6edefb13ac,Sketch for Turnir Poetov (Tournament of Poets),Ivan Kliun,Gift of The Judith Rothschild Foundation,https://www.moma.org/collection/works/14384
76676,Print,https://www.moma.org/media/W1siZiIsIjMxMDEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1f4719e4406256ef,Johnson Runs the Land from Peace is Patriotic,William Frederick Weege III,John B. Turner Fund,https://www.moma.org/collection/works/76676
64282,Print,https://www.moma.org/media/W1siZiIsIjEyOTM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7205b1aa1477160f,Untitled from Flowers,Andy Warhol,Gift of David Whitney,https://www.moma.org/collection/works/64282
401602,Photograph,https://www.moma.org/media/W1siZiIsIjQ3NzY4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=88da98c45529a5cb,"Fingerprinting Addicts for Forging Prescription, Chicago, Illinois",Gordon Parks,The Family of Man Fund,https://www.moma.org/collection/works/401602
105573,Print,https://www.moma.org/media/W1siZiIsIjExNDQyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=49b7823161986789,Silence from In the Forest and on the Heath,Georg Baselitz,"Eugene Mercy, Jr. Fund",https://www.moma.org/collection/works/105573
86915,Photograph,https://www.moma.org/media/W1siZiIsIjE4NDA5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=464a92da90cc9f8f,Wisconsin,Harry Callahan,Purchase,https://www.moma.org/collection/works/86915
48555,Photograph,https://www.moma.org/media/W1siZiIsIjIzNDY1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=61813cf77d9bde5a,"Koporna, Yucatán Peninsula, Mexico","Eduardo Del Valle, Mirta Gómez",E.T. Harmax Foundation Fund,https://www.moma.org/collection/works/48555
98180,Photograph,https://www.moma.org/media/W1siZiIsIjI5MzExMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9cc37ed756527cc9,Untitled,Unidentified photographer,Gift of Thomas Walther,https://www.moma.org/collection/works/98180
181750,Photograph,https://www.moma.org/media/W1siZiIsIjMxMjU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=001fdb702c1e5ade,Perspective Corrections,Jan Dibbets,Anonymous gift,https://www.moma.org/collection/works/181750
451262,Photograph,https://www.moma.org/media/W1siZiIsIjU1NDM2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=38ea3c7315647bc7,"Ernie Long, UAW Local 1714, Trustee, with his wife Eydokia, their children Christian and Mia, and his sister Brandie in front of his custom-designed fireplace, (11 years in at GM Lordstown Complex, press room team leader), Highland Township, OH.",LaToya Ruby Frazier,"Acquired with the generous support of the Fund for the Twenty-First Century; Vital Projects Fund, Robert B. Menschel; Jon Stryker and Slobodan Randjelović; Clarissa A. Bronfman; Ian Cook; David Dechman and Michel Mercure; Thomas and Susan Dunn; Kristy and Robert Harteveldt; Mark Levine; Heidi and Richard Rieger; Christine A. Symchych and James P. McNulty, and Clark B. Winter. Jr.",https://www.moma.org/collection/works/451262
442420,Drawing,https://www.moma.org/media/W1siZiIsIjU0MDkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1efe67d5e66af4ae,Tropical Night,Christopher Cozier,Latin American and Caribbean Fund and Fund for the Twenty-First Century,https://www.moma.org/collection/works/442420
294345,Drawing,https://www.moma.org/media/W1siZiIsIjQyNjkzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c83708e9515b3791,Flying Happiness Factory from Prison Notebook,Ibrahim El-Salahi,"Acquired through the generosity of Marlene Hess and James D. Zirin, Catie and Donald Marron, Alice and Tom Tisch (in honor of Christophe Cherix), Marnie Pillsbury and Committee on Drawings and Prints Fund
",https://www.moma.org/collection/works/294345
176448,Photograph,https://www.moma.org/media/W1siZiIsIjI5MDQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4d2000ef2a7e75a2,Parked Island Barges on the Hudson,"János Kender, Harry Shunk, Gordon Matta-Clark",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and János Kender,https://www.moma.org/collection/works/176448
141590,Photograph,https://www.moma.org/media/W1siZiIsIjIwMTg2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a238a98adb695bfe,Page from Festons und Dekorative Gruppen,Unidentified photographer,The Family of Man Fund,https://www.moma.org/collection/works/141590
88421,Drawing,https://www.moma.org/media/W1siZiIsIjkyOTMzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=5eaf2c4018852826,Untitled (Girl in corner on black ground) from the series Time of My Life,Yoshitomo Nara,Gift of David Teiger in honor of Agnes Gund,https://www.moma.org/collection/works/88421
188887,Print,https://www.moma.org/media/W1siZiIsIjM0NTU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d1c7b12f053c0633,Poster for ISBN Book Launch,Fiona Banner,Anonymous gift,https://www.moma.org/collection/works/188887
57708,Photograph,https://www.moma.org/media/W1siZiIsIjMzNjE2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c0e769528ac9a1f8,"Canton, Ohio",Lee Friedlander,Purchase,https://www.moma.org/collection/works/57708
61266,Print,https://www.moma.org/media/W1siZiIsIjI2OTI1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c3c02989b9f57a6d,1/2 Manila Curved Area Series W,Robert Mangold,John B. Turner Fund,https://www.moma.org/collection/works/61266
